36.04
34.48
33.8
33.2
35.3
35.58
29.98
36.28
39.52
35.96
34.32
36.56
36.68
35.82
35.68
35.86
36.66
37.86
31.93
38.48
40.12
36.85
36.68
36.06
35.68
36.86
37.11
37.86
31.92
38.48
41.02
36.99
37.32
36.3
35.68
36.86
37.11
37.86
32.3
38.48
41.02
36.98
37.32
36.46
35.68
36.72
37.06
37.72
32.30
38.64
40.92
